#Types Before Cut: 11091
#Types After Cut: 9607
#Search Hits: 0
683	5	13.641	шестьдесят
684	5	13.641	штука
685	5	13.641	эд
686	20	13.551	каких
687	64	13.474	тогда
688	45	13.257	эту
689	15	13.176	метро
690	11	13.087	считаю
691	11	13.087	тысячи
692	8	12.998	дверь
693	8	12.998	купила
694	8	12.998	маленькие
695	8	12.998	умер
696	73	12.958	поэтому
697	10	12.892	народ
698	10	12.892	пришла
699	9	12.829	ан
700	9	12.829	берут
701	9	12.829	видел
702	9	12.829	друзей
703	9	12.829	женщина
704	9	12.829	какого
705	9	12.829	ушли
706	14	12.719	вся
707	18	12.488	разных
708	24	12.328	шесть
709	13	12.279	пойти
710	25	12.134	лучше
711	12	11.863	купить
712	24	11.592	чуть
713	18	11.537	сначала
714	11	11.478	город
715	11	11.478	писала
716	115	11.474	были
717	21	11.465	кого
718	16	11.434	наш
719	6	11.218	верно
720	6	11.218	всяких
721	6	11.218	думали
722	6	11.218	закончила
723	6	11.218	знаем
724	6	11.218	ка
725	6	11.218	лагерь
726	6	11.218	носили
727	6	11.218	поговорим
728	6	11.218	покупайте
729	6	11.218	полу
730	6	11.218	поступил
731	6	11.218	семью
732	6	11.218	слава
733	6	11.218	учителем
734	6	11.218	ушел
735	10	11.138	мной
736	13	11.013	море
737	4	10.913	apro
738	4	10.913	class
739	4	10.913	glass
740	4	10.913	mixed
741	4	10.913	note
742	4	10.913	pl
743	4	10.913	spro
744	4	10.913	tor
745	4	10.913	барашков
746	4	10.913	бассейн
747	4	10.913	беззеркалки
748	4	10.913	белорусским
749	4	10.913	белые
750	4	10.913	братьях
751	4	10.913	буква
752	4	10.913	вай
753	4	10.913	венеру
754	4	10.913	веселая
755	4	10.913	витя
756	4	10.913	всякое
757	4	10.913	всём
758	4	10.913	вышки
759	4	10.913	гитара
760	4	10.913	гитаре
761	4	10.913	гкчп
762	4	10.913	глазами
763	4	10.913	гриша
764	4	10.913	громкоговорителя
765	4	10.913	грусти
766	4	10.913	гуляют
767	4	10.913	даша
768	4	10.913	девочку
769	4	10.913	девятый
770	4	10.913	длинный
771	4	10.913	думал
772	4	10.913	дяди
773	4	10.913	ехал
774	4	10.913	ехала
775	4	10.913	задавать
776	4	10.913	задания
777	4	10.913	задний
778	4	10.913	закончу
779	4	10.913	звукооператором
780	4	10.913	ивановна
781	4	10.913	интереснее
782	4	10.913	кагоцел
783	4	10.913	камеры
784	4	10.913	каракатица
785	4	10.913	касательно
786	4	10.913	кастрюля
787	4	10.913	километра
788	4	10.913	кларнет
789	4	10.913	классные
790	4	10.913	королёв
791	4	10.913	кот
792	4	10.913	кота
793	4	10.913	кошмар
794	4	10.913	крутая
795	4	10.913	крутой
796	4	10.913	крутые
797	4	10.913	крыс
798	4	10.913	крысы
799	4	10.913	купались
800	4	10.913	кухня
801	4	10.913	лебединое
802	4	10.913	лесу
803	4	10.913	лингвистов
804	4	10.913	литературе
805	4	10.913	любила
806	4	10.913	любимого
807	4	10.913	мамаша
808	4	10.913	мечта
809	4	10.913	мило
810	4	10.913	минута
811	4	10.913	моим
812	4	10.913	моменты
813	4	10.913	навруз
814	4	10.913	нарисован
815	4	10.913	наурыз
816	4	10.913	неловко
817	4	10.913	ночью
818	4	10.913	нравилось
819	4	10.913	нууу
820	4	10.913	общежитии
821	4	10.913	одногруппников
822	4	10.913	описать
823	4	10.913	орех
824	4	10.913	орехи
825	4	10.913	остановился
826	4	10.913	остановки
827	4	10.913	отвезли
828	4	10.913	отучилась
829	4	10.913	охота
830	4	10.913	пастернаке
831	4	10.913	первокурсников
832	4	10.913	песни
833	4	10.913	пилот
834	4	10.913	платья
835	4	10.913	побывала
836	4	10.913	поел
837	4	10.913	поесть
838	4	10.913	позвоню
839	4	10.913	пойду
840	4	10.913	правой
841	4	10.913	представляла
842	4	10.913	привод
843	4	10.913	придумали
844	4	10.913	придётся
845	4	10.913	приезжаю
846	4	10.913	пришёл
847	4	10.913	пускай
848	4	10.913	пятьсот
849	4	10.913	разборка
850	4	10.913	рассказываешь
851	4	10.913	расшифровывать
852	4	10.913	ребёнка
853	4	10.913	руками
854	4	10.913	руню
855	4	10.913	руня
856	4	10.913	русскому
857	4	10.913	ручки
858	4	10.913	саду
859	4	10.913	сбил
860	4	10.913	сверху
861	4	10.913	секунды
862	4	10.913	селекции
863	4	10.913	сзади
864	4	10.913	сидят
865	4	10.913	слышу
866	4	10.913	собаки
867	4	10.913	собираешься
868	4	10.913	советую
869	4	10.913	соционике
870	4	10.913	спектакль
871	4	10.913	специфический
872	4	10.913	стану
873	4	10.913	стекает
874	4	10.913	стой
875	4	10.913	столетию
876	4	10.913	стою
877	4	10.913	стоя
878	4	10.913	стояла
879	4	10.913	строили
880	4	10.913	строительный
881	4	10.913	суп
882	4	10.913	счастлива
883	4	10.913	танцевать
884	4	10.913	танцпол
885	4	10.913	твоего
886	4	10.913	твоим
887	4	10.913	трамвай
888	4	10.913	тысяча
889	4	10.913	тётя
890	4	10.913	улучшается
891	4	10.913	умный
892	4	10.913	университетах
893	4	10.913	урок
894	4	10.913	учатся
895	4	10.913	учила
896	4	10.913	училище
897	4	10.913	учусь
898	4	10.913	фай
899	4	10.913	физтех
900	4	10.913	финиш
901	4	10.913	фонема
902	4	10.913	фразу
903	4	10.913	фундук
904	4	10.913	хвост
905	4	10.913	хлеб
906	4	10.913	хобби
907	4	10.913	хорватия
908	4	10.913	чгк
909	4	10.913	четырнадцать
910	4	10.913	чуваки
911	4	10.913	чудо
912	4	10.913	шикарно
913	4	10.913	шутки
914	4	10.913	щуку
915	4	10.913	щяс
916	15	10.911	семьи
917	15	10.911	точно
918	9	10.867	взяли
919	9	10.867	зала
920	9	10.867	историю
921	9	10.867	нами
922	9	10.867	пару
923	9	10.867	хорошая
924	7	10.743	вещей
925	7	10.743	женщины
926	7	10.743	короткий
927	7	10.743	одни
928	7	10.743	сорок
929	7	10.743	чисто
930	8	10.706	любовь
931	8	10.706	модель
932	8	10.706	родителей
933	8	10.706	сто
934	8	10.706	ходят
935	48	10.693	хотя
936	12	10.541	плане
937	12	10.541	плохо
938	35	10.311	себя
939	35	10.311	этим
940	11	10.086	темы
941	11	10.086	хорошие
942	85	10.047	можно
943	127	9.933	сейчас
944	13	9.878	рублей
945	18	9.827	сильно
946	99	9.574	чтобы
947	16	9.564	семь
948	14	9.389	главное
949	83	9.355	этот
950	17	9.282	довольно
951	17	9.282	начал
952	9	9.256	a
953	9	9.256	машине
954	15	9.020	одну
955	50	8.960	него
956	8	8.911	неплохо
957	8	8.911	работала
958	19	8.882	вечером
959	11	8.869	взял
960	11	8.869	всеми
961	13	8.856	месте
962	5	8.824	богу
963	5	8.824	боюсь
964	5	8.824	вышло
965	5	8.824	голову
966	5	8.824	грубо
967	5	8.824	двадцати
968	5	8.824	детства
969	5	8.824	ездит
970	5	8.824	жила
971	5	8.824	маме
972	5	8.824	назывался
973	5	8.824	недалеко
974	5	8.824	остановиться
975	5	8.824	поехала
976	5	8.824	приходили
977	5	8.824	прочее
978	5	8.824	пятом
979	5	8.824	русском
980	5	8.824	села
981	5	8.824	следующая
982	5	8.824	стоять
983	5	8.824	увидела
984	5	8.824	удовольствие
985	5	8.824	успела
986	5	8.824	хм
987	5	8.824	цветы
988	40	8.713	эта
989	7	8.651	взяла
990	7	8.651	говорим
991	7	8.651	единственное
992	7	8.651	километров
993	7	8.651	нашем
994	7	8.651	точнее
995	7	8.651	улица
996	6	8.552	играет
997	6	8.552	книги
998	6	8.552	красиво
999	6	8.552	рассказывать
1000	6	8.552	рождения
1001	6	8.552	русские
1002	6	8.552	свет
1003	6	8.552	скажу
1004	6	8.552	судить
1005	6	8.552	штук
1006	17	8.514	самый
1007	14	8.477	кирилл
1008	10	8.380	обратно
1009	10	8.380	рассказывала
1010	12	8.326	пошли
1011	19	8.205	никогда
1012	3	8.184	adv
1013	3	8.184	day
1014	3	8.184	gen
1015	3	8.184	plen
1016	3	8.184	автобусов
1017	3	8.184	автобусы
1018	3	8.184	аж
1019	3	8.184	амаретто
1020	3	8.184	архитектурой
1021	3	8.184	атмосфера
1022	3	8.184	африке
1023	3	8.184	балетную
1024	3	8.184	бар
1025	3	8.184	беби
1026	3	8.184	бедно
1027	3	8.184	бежит
1028	3	8.184	безумно
1029	3	8.184	белорусском
1030	3	8.184	беру
1031	3	8.184	библиофил
1032	3	8.184	благо
1033	3	8.184	блять
1034	3	8.184	болезнь
1035	3	8.184	буквами
1036	3	8.184	бэ
1037	3	8.184	вайновский
1038	3	8.184	вами
1039	3	8.184	вареньем
1040	3	8.184	вдвоем
1041	3	8.184	ведёт
1042	3	8.184	везло
1043	3	8.184	весна
1044	3	8.184	вечер
1045	3	8.184	взрослый
1046	3	8.184	визы
1047	3	8.184	викинги
1048	3	8.184	вкусно
1049	3	8.184	внизу
1050	3	8.184	вода
1051	3	8.184	возьму
1052	3	8.184	войной
1053	3	8.184	вспомнил
1054	3	8.184	встретить
1055	3	8.184	встречают
1056	3	8.184	выполняешь
1057	3	8.184	высокодинамичный
1058	3	8.184	героя
1059	3	8.184	геру
1060	3	8.184	геша
1061	3	8.184	гимназия
1062	3	8.184	гитару
1063	3	8.184	глухарь
1064	3	8.184	гм
1065	3	8.184	говард
1066	3	8.184	горбачёва
1067	3	8.184	городке
1068	3	8.184	горы
1069	3	8.184	гравитация
1070	3	8.184	грамм
1071	3	8.184	гуглили
1072	3	8.184	даа
1073	3	8.184	двенадцати
1074	3	8.184	девяностые
1075	3	8.184	девяностых
1076	3	8.184	девятом
1077	3	8.184	девятьсот
1078	3	8.184	деда
1079	3	8.184	декорации
1080	3	8.184	держи
1081	3	8.184	джи
1082	3	8.184	дизайн
1083	3	8.184	днк
1084	3	8.184	добираться
1085	3	8.184	добрый
1086	3	8.184	доехало
1087	3	8.184	домики
1088	3	8.184	душе
1089	3	8.184	еле
1090	3	8.184	женский
1091	3	8.184	женщин
1092	3	8.184	забивается
1093	3	8.184	заговора
1094	3	8.184	залезали
1095	3	8.184	замуж
1096	3	8.184	занимаешься
1097	3	8.184	затащит
1098	3	8.184	захожу
1099	3	8.184	захотелось
1100	3	8.184	зашёл
1101	3	8.184	звучало
1102	3	8.184	зерно
1103	3	8.184	зубы
1104	3	8.184	играешь
1105	3	8.184	иди
1106	3	8.184	идёте
1107	3	8.184	идёшь
1108	3	8.184	извините
1109	3	8.184	изменяющийся
1110	3	8.184	изо
1111	3	8.184	инструменте
1112	3	8.184	интересное
1113	3	8.184	исламской
1114	3	8.184	испугались
1115	3	8.184	казахов
1116	3	8.184	календарь
1117	3	8.184	карла
1118	3	8.184	картинке
1119	3	8.184	каталке
1120	3	8.184	католическую
1121	3	8.184	кино
1122	3	8.184	кита
1123	3	8.184	клара
1124	3	8.184	клары
1125	3	8.184	клетке
1126	3	8.184	клуб
1127	3	8.184	клубе
1128	3	8.184	клюшкой
1129	3	8.184	коже
1130	3	8.184	комната
1131	3	8.184	кораллы
1132	3	8.184	корма
1133	3	8.184	кормить
1134	3	8.184	косточки
1135	3	8.184	костре
1136	3	8.184	костёр
1137	3	8.184	кран
1138	3	8.184	красивая
1139	3	8.184	красота
1140	3	8.184	кровь
1141	3	8.184	круче
1142	3	8.184	культпросвет
1143	3	8.184	куски
1144	3	8.184	леди
1145	3	8.184	лежать
1146	3	8.184	лен
1147	3	8.184	ленина
1148	3	8.184	лида
1149	3	8.184	лиза
1150	3	8.184	литературной
1151	3	8.184	луком
1152	3	8.184	любви
1153	3	8.184	любимое
1154	3	8.184	люси
1155	3	8.184	маленьких
1156	3	8.184	маленькой
1157	3	8.184	малыши
1158	3	8.184	мам
1159	3	8.184	математику
1160	3	8.184	мацуева
